Column,LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,JobTitle,CleanedCity
135,143020.0,KAMUELA,HI,96743,238910,Corporation,Unanswered,Unanswered,Unanswered,,,05/20/2020,"Bank of Hawaii",HI-02,"Site Preparation Contractors",KAMUELA
136,143000.0,HONOLULU,HI,96817,333414,Corporation,Unanswered,Unanswered,Unanswered,,,04/13/2020,"Bank of Hawaii",HI-01,"Heating Equipment (except Warm Air Furnaces) Manufacturing",HONOLULU
137,143000.0,HALEIWA,HI,96712,236220,Corporation,Unanswered,Unanswered,Unanswered,,17.0,04/05/2020,"American Savings Bank, FSB",HI-02,"Commercial and Institutional Building Construction",HALEIWA
138,142900.0,"PEARL CITY",HI,96782,722511,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,29.0,04/14/2020,"First Hawaiian Bank",HI-01,"Full-Service Restaurants","PEARL CITY"
139,142867.5,HONOLULU,HI,96817,112920,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,9.0,04/30/2020,"First Hawaiian Bank",HI-01,"Horses and Other Equine Production",HONOLULU
140,142800.0,KAILUA,HI,96734,621210,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,16.0,04/03/2020,"American Savings Bank, FSB",HI-02,"Offices of Dentists",KAILUA
141,142800.0,HONOLULU,HI,96814,236118,Corporation,Unanswered,Unanswered,Unanswered,,36.0,04/13/2020,"First Hawaiian Bank",HI-01,"Residential Remodelers",HONOLULU
142,142700.0,HONOLULU,HI,96813,541110,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,8.0,04/06/2020,"First Hawaiian Bank",HI-01,"Offices of Lawyers",HONOLULU
143,142700.0,WAIPAHU,HI,96797,238220,Corporation,Unanswered,Unanswered,Unanswered,,9.0,04/09/2020,"Central Pacific Bank",HI-01,"Plumbing, Heating, and Air-Conditioning Contractors",WAIPAHU
144,142660.0,KAPOLEI,HI,96707,238910,Corporation,Unanswered,Unanswered,Unanswered,,10.0,04/28/2020,"First Hawaiian Bank",HI-02,"Site Preparation Contractors",KAPOLEI
145,142600.0,KAUNAKAKAI,HI,96748,236220,Corporation,Unanswered,Unanswered,Unanswered,,18.0,05/01/2020,"American Savings Bank, FSB",HI-02,"Commercial and Institutional Building Construction",KAUNAKAKAI
146,142475.0,HILO,HI,96720,721110,Corporation,Unanswered,Unanswered,Unanswered,,18.0,04/16/2020,"First Hawaiian Bank",HI-02,"Hotels (except Casino Hotels) and Motels",HILO
147,142400.0,KAILUA-KONA,HI,96740,238210,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/05/2020,"Central Pacific Bank",HI-02,"Electrical Contractors and Other Wiring Installation Contractors","KAILUA KONA"
148,142255.0,WAILUKU,HI,96793,621340,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,8.0,05/03/2020,"First Hawaiian Bank",HI-02,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",WAILUKU
149,142245.0,HONOLULU,HI,96817,236118,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,8.0,05/03/2020,"Bank of Hawaii",HI-01,"Residential Remodelers",HONOLULU
150,142100.0,LAHAINA,HI,96761,238910,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,10.0,04/11/2020,"American Savings Bank, FSB",HI-02,"Site Preparation Contractors",LAHAINA
151,142100.0,AIEA,HI,96701,446191,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,7.0,04/06/2020,"Central Pacific Bank",HI-01,"Food (Health) Supplement Stores",AIEA
152,142100.0,HONOLULU,HI,96813,333921,"Limited  Liability Company(LLC)",Unanswered,"Male Owned",Non-Veteran,,8.0,04/07/2020,"Central Pacific Bank",HI-01,"Elevator and Moving Stairway Manufacturing",HONOLULU
153,142065.0,HONOLULU,HI,96815,722511,Corporation,Unanswered,Unanswered,Unanswered,,,04/12/2020,"Bank of Hawaii",HI-01,"Full-Service Restaurants",HONOLULU
154,142000.0,HOLUALOA,HI,96725,531390,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,5.0,04/15/2020,"First Hawaiian Bank",HI-02,"Other Activities Related to Real Estate",HOLUALOA
155,142000.0,HILO,HI,96720,441310,Corporation,Unanswered,"Male Owned",Unanswered,,13.0,04/15/2020,"First Hawaiian Bank",HI-02,"Automotive Parts and Accessories Stores",HILO
156,142000.0,HONOLULU,HI,96818,621610,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,,04/14/2020,"Central Pacific Bank",HI-01,"Home Health Care Services",HONOLULU
157,142000.0,HONOLULU,HI,96826,813410,"Professional Association",Unanswered,Unanswered,Unanswered,,11.0,04/14/2020,"Central Pacific Bank",HI-01,"Civic and Social Organizations",HONOLULU
158,142000.0,HONOLULU,HI,96826,561720,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,27.0,07/04/2020,"Fountainhead SBF LLC",HI-01,"Janitorial Services",HONOLULU
159,141950.0,"KAILUA KONA",HI,96745,487110,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,,04/12/2020,"Bank of Hawaii",HI-02,"Scenic and Sightseeing Transportation, Land","KAILUA KONA"
160,141900.0,LAHAINA,HI,96761,713990,Corporation,Unanswered,Unanswered,Unanswered,,28.0,04/11/2020,"First Hawaiian Bank",HI-02,"All Other Amusement and Recreation Industries",LAHAINA
161,141900.0,VOLCANO,HI,96785,445120,Corporation,Unanswered,Unanswered,Unanswered,,28.0,04/07/2020,"First Hawaiian Bank",HI-02,"Convenience Stores",VOLCANO
162,141900.0,HONOLULU,HI,96813,813211,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,6.0,04/14/2020,"Central Pacific Bank",HI-01,"Grantmaking Foundations",HONOLULU
163,141900.0,HONOLULU,HI,96817,236210,Corporation,Unanswered,Unanswered,Unanswered,,11.0,04/28/2020,"First Hawaiian Bank",HI-01,"Industrial Building Construction",HONOLULU
164,141885.0,"KAILUA KONA",HI,96740,424130,"Limited  Liability Company(LLC)",White,"Male Owned",Non-Veteran,,,04/11/2020,"Bank of Hawaii",HI-02,"Industrial and Personal Service Paper Merchant Wholesalers","KAILUA KONA"
165,141860.0,HONOLULU,HI,96819,531210,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,,04/10/2020,"Bank of Hawaii",HI-01,"Offices of Real Estate Agents and Brokers",HONOLULU
166,141805.0,HILO,HI,96720,621111,Corporation,Unanswered,Unanswered,Unanswered,,8.0,04/27/2020,"Bank of Hawaii",HI-02,"Offices of Physicians (except Mental Health Specialists)",HILO
167,141800.0,HONOLULU,HI,96822,621210,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,16.0,04/10/2020,"Central Pacific Bank",HI-01,"Offices of Dentists",HONOLULU
168,141700.0,HONOLULU,HI,96819,238340,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,17.0,04/15/2020,"Central Pacific Bank",HI-01,"Tile and Terrazzo Contractors",HONOLULU
169,141700.0,LIHUE,HI,96766,442210,Corporation,White,"Female Owned",Non-Veteran,,9.0,04/05/2020,"American Savings Bank, FSB",HI-02,"Floor Covering Stores",LIHUE
170,141700.0,KAMUELA,HI,96743,721110,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,11.0,04/15/2020,"First Hawaiian Bank",HI-02,"Hotels (except Casino Hotels) and Motels",KAMUELA
171,141620.0,HILO,HI,96720,313310,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,19.0,04/05/2020,"American Savings Bank, FSB",HI-02,"Textile and Fabric Finishing Mills",HILO
172,141600.0,HONOLULU,HI,96819,541330,Corporation,Unanswered,Unanswered,Unanswered,,9.0,04/06/2020,"American Savings Bank, FSB",HI-01,"Engineering Services",HONOLULU
173,141600.0,KAILUA,HI,96734,541330,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,9.0,04/06/2020,"American Savings Bank, FSB",HI-02,"Engineering Services",KAILUA
174,141500.0,WAIPAHU,HI,96797,238320,"Limited  Liability Company(LLC)",Unanswered,"Male Owned",Unanswered,,15.0,04/05/2020,"American Savings Bank, FSB",HI-01,"Painting and Wall Covering Contractors",WAIPAHU
175,141500.0,LIHUE,HI,96766,561710,Corporation,Unanswered,Unanswered,Unanswered,,10.0,04/14/2020,"Central Pacific Bank",HI-02,"Exterminating and Pest Control Services",LIHUE
176,141487.5,HONOLULU,HI,96816,561622,Corporation,Unanswered,Unanswered,Unanswered,,11.0,05/15/2020,"First Hawaiian Bank",HI-01,Locksmiths,HONOLULU
177,141475.0,MAKAWAO,HI,96768,713990,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,20.0,04/28/2020,"Bank of Hawaii",HI-02,"All Other Amusement and Recreation Industries",MAKAWAO
178,141300.0,"KAILUA KONA",HI,96740,621111,Corporation,Asian,Unanswered,Unanswered,,,04/15/2020,"Central Pacific Bank",HI-02,"Offices of Physicians (except Mental Health Specialists)","KAILUA KONA"
179,141300.0,HONOLULU,HI,96817,238330,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,15.0,04/05/2020,"American Savings Bank, FSB",HI-01,"Flooring Contractors",HONOLULU
180,141300.0,HILO,HI,96720,444220,Corporation,Unanswered,Unanswered,Unanswered,,24.0,04/30/2020,"Umpqua Bank",HI-02,"Nursery, Garden Center, and Farm Supply Stores",HILO
181,141257.5,HONOLULU,HI,96814,523930,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,10.0,05/02/2020,"First Hawaiian Bank",HI-01,"Investment Advice",HONOLULU
182,141200.0,MAKAWAO,HI,96768,712110,Corporation,Unanswered,Unanswered,Unanswered,,22.0,04/05/2020,"American Savings Bank, FSB",HI-02,Museums,MAKAWAO
183,141107.0,HONOLULU,HI,96813,236118,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,9.0,05/29/2020,"Bank of Hawaii",HI-01,"Residential Remodelers",HONOLULU
184,141100.0,HILO,HI,96720,238210,Corporation,Unanswered,"Male Owned",Veteran,,7.0,04/16/2020,"Central Pacific Bank",HI-02,"Electrical Contractors and Other Wiring Installation Contractors",HILO
185,141100.0,KAILUA,HI,96734,811121,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,11.0,04/29/2020,"First Home Bank",HI-02,"Automotive Body, Paint, and Interior Repair and Maintenance",KAILUA
186,141000.0,HONOLULU,HI,96814,621210,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,8.0,04/07/2020,"Central Pacific Bank",HI-01,"Offices of Dentists",HONOLULU
187,141000.0,WAIPAHU,HI,96797,621320,Corporation,Unanswered,"Female Owned",Veteran,,15.0,04/09/2020,"Central Pacific Bank",HI-01,"Offices of Optometrists",WAIPAHU
188,140914.0,HAIKU,HI,96708,238310,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,8.0,06/03/2020,"First Hawaiian Bank",HI-02,"Drywall and Insulation Contractors",HAIKU
189,140900.0,KAILUA,HI,96734,999990,"Limited Liability Partnership",Unanswered,Unanswered,Unanswered,,25.0,04/12/2020,"American Savings Bank, FSB",HI-02,,KAILUA
190,140900.0,HONOLULU,HI,96817,624210,Corporation,Unanswered,Unanswered,Unanswered,,13.0,04/09/2020,"Central Pacific Bank",HI-01,"Community Food Services",HONOLULU
191,140800.0,HONOLULU,HI,96814,523930,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,7.0,04/09/2020,"First Hawaiian Bank",HI-01,"Investment Advice",HONOLULU
192,140760.0,HONOLULU,HI,96819,238220,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,,04/12/2020,"Bank of Hawaii",HI-01,"Plumbing, Heating, and Air-Conditioning Contractors",HONOLULU
193,140700.0,HONOLULU,HI,96813,813219,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,13.0,04/10/2020,"Central Pacific Bank",HI-01,"Other Grantmaking and Giving Services",HONOLULU
194,140500.0,HONOLULU,HI,96813,621391,"Limited  Liability Company(LLC)",Unanswered,"Male Owned",Non-Veteran,,6.0,04/11/2020,"Central Pacific Bank",HI-01,"Offices of Podiatrists",HONOLULU
195,140500.0,HONOLULU,HI,96814,541211,Corporation,Unanswered,"Male Owned",Unanswered,,9.0,04/03/2020,"American Savings Bank, FSB",HI-01,"Offices of Certified Public Accountants",HONOLULU
196,140500.0,HONOLULU,HI,96813,621340,"Limited  Liability Company(LLC)",White,"Male Owned",Non-Veteran,,9.0,04/03/2020,"American Savings Bank, FSB",HI-01,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",HONOLULU
197,140500.0,HONOLULU,HI,96813,541211,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,10.0,04/08/2020,"First Hawaiian Bank",HI-01,"Offices of Certified Public Accountants",HONOLULU
198,140425.0,HONOLULU,HI,96813,442110,Corporation,Unanswered,Unanswered,Unanswered,,16.0,04/05/2020,"Bank of Hawaii",HI-01,"Furniture Stores",HONOLULU
199,140400.0,WAIMANALO,HI,96795,236115,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,13.0,04/13/2020,"American Savings Bank, FSB",HI-02,"New Single-Family Housing Construction (except For-Sale Builders)",WAIMANALO
200,140400.0,HONOLULU,HI,96813,541211,"Limited  Liability Company(LLC)",Unanswered,"Male Owned",Unanswered,,10.0,04/03/2020,"American Savings Bank, FSB",HI-01,"Offices of Certified Public Accountants",HONOLULU
201,140300.0,HONOLULU,HI,96813,541511,Corporation,Unanswered,Unanswered,Unanswered,,7.0,04/15/2020,"American Savings Bank, FSB",HI-01,"Custom Computer Programming Services",HONOLULU
202,140300.0,HONOLULU,HI,96822,445299,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,84.0,04/09/2020,"Central Pacific Bank",HI-01,"All Other Specialty Food Stores",HONOLULU
203,140300.0,HONOLULU,HI,96822,813110,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,17.0,04/09/2020,"First Hawaiian Bank",HI-01,"Religious Organizations",HONOLULU
204,140200.0,HONOLULU,HI,96819,624110,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,14.0,04/11/2020,"First Hawaiian Bank",HI-01,"Child and Youth Services",HONOLULU
205,140200.0,AIEA,HI,96701,238220,Corporation,Unanswered,Unanswered,Unanswered,,11.0,04/09/2020,"American Savings Bank, FSB",HI-01,"Plumbing, Heating, and Air-Conditioning Contractors",AIEA
206,140145.0,WAIPAHU,HI,96797,238160,"Limited  Liability Company(LLC)",Unanswered,"Male Owned",Unanswered,,0.0,04/30/2020,"Central Pacific Bank",HI-01,"Roofing Contractors",WAIPAHU
207,140100.0,WAILUKU,HI,96793,541211,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,8.0,04/12/2020,"Central Pacific Bank",HI-02,"Offices of Certified Public Accountants",WAILUKU
208,140100.0,KAPOLEI,HI,96707,423390,Corporation,Unanswered,"Male Owned",Non-Veteran,,10.0,05/01/2020,"American Savings Bank, FSB",HI-02,"Other Construction Material Merchant Wholesalers",KAPOLEI
209,140035.0,HONOLULU,HI,96816,531120,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,,04/13/2020,"Bank of Hawaii",HI-01,"Lessors of Nonresidential Buildings (except Miniwarehouses)",HONOLULU
210,140000.0,HONOLULU,HI,96814,442291,Corporation,Unanswered,Unanswered,Unanswered,,9.0,04/14/2020,"Central Pacific Bank",HI-01,"Window Treatment Stores",HONOLULU
211,140000.0,WAIPAHU,HI,96797,238220,Corporation,Unanswered,Unanswered,Unanswered,,8.0,04/08/2020,"Central Pacific Bank",HI-01,"Plumbing, Heating, and Air-Conditioning Contractors",WAIPAHU
212,140000.0,KANEOHE,HI,96744,621210,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,13.0,04/09/2020,"Central Pacific Bank",HI-02,"Offices of Dentists",KANEOHE
213,140000.0,HONOLULU,HI,96813,722513,Corporation,Unanswered,Unanswered,Unanswered,,25.0,05/03/2020,"Newtek Small Business Finance, Inc.",HI-01,"Limited-Service Restaurants",HONOLULU
214,139992.5,WAILUKU,HI,96793,441320,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,11.0,04/14/2020,"First Hawaiian Bank",HI-02,"Tire Dealers",WAILUKU
215,139948.0,WAHIAWA,HI,96786,813110,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,,04/14/2020,"Bank of Hawaii",HI-02,"Religious Organizations",WAHIAWA
216,139900.0,HILO,HI,96720,221310,Corporation,Unanswered,Unanswered,Unanswered,,16.0,04/12/2020,"Central Pacific Bank",HI-02,"Water Supply and Irrigation Systems",HILO
217,139900.0,KIHEI,HI,96753,621210,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,11.0,04/07/2020,"Central Pacific Bank",HI-02,"Offices of Dentists",KIHEI
218,139895.0,HILO,HI,96720,541940,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,19.0,04/27/2020,"Bank of Hawaii",HI-02,"Veterinary Services",HILO
219,139730.0,HONOLULU,HI,96814,561520,"Limited  Liability Company(LLC)",Unanswered,"Female Owned",Non-Veteran,,,04/13/2020,"Bank of Hawaii",HI-01,"Tour Operators",HONOLULU
220,139700.0,KANEOHE,HI,96744,621210,Corporation,Unanswered,Unanswered,Unanswered,,16.0,04/05/2020,"Central Pacific Bank",HI-02,"Offices of Dentists",KANEOHE
221,139600.0,PUUNENE,HI,96784,481211,Corporation,Unanswered,Unanswered,Unanswered,,7.0,04/11/2020,"1st Source Bank",HI-02,"Nonscheduled Chartered Passenger Air Transportation",PUUNENE
222,139500.0,KULA,HI,96790,221310,Corporation,Unanswered,Unanswered,Unanswered,,11.0,04/09/2020,"American Savings Bank, FSB",HI-02,"Water Supply and Irrigation Systems",KULA
223,139500.0,HONOLULU,HI,96814,523930,"Limited  Liability Company(LLC)",Asian,"Male Owned",Unanswered,,8.0,04/03/2020,"American Savings Bank, FSB",HI-01,"Investment Advice",HONOLULU
224,139500.0,HALEIWA,HI,96712,621310,Corporation,Unanswered,Unanswered,Unanswered,,9.0,04/08/2020,"First Hawaiian Bank",HI-02,"Offices of Chiropractors",HALEIWA
225,139400.0,HONOLULU,HI,96813,541330,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,9.0,04/07/2020,"Central Pacific Bank",HI-01,"Engineering Services",HONOLULU
226,139320.0,HONOLULU,HI,96819,423930,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,11.0,04/28/2020,"First Hawaiian Bank",HI-01,"Recyclable Material Merchant Wholesalers",HONOLULU
227,139300.0,HONOLULULULU,HI,96822,238210,"Subchapter S Corporation","American Indian or Alaska Native","Male Owned",Non-Veteran,,,04/15/2020,"Central Pacific Bank",HI-01,"Electrical Contractors and Other Wiring Installation Contractors",HONOLULU
228,139300.0,WAIALUA,HI,96791,813110,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,27.0,04/09/2020,"Central Pacific Bank",HI-02,"Religious Organizations",WAIALUA
229,139282.5,"KAILUA KONA",HI,96740,541940,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,12.0,04/30/2020,"First Hawaiian Bank",HI-02,"Veterinary Services","KAILUA KONA"
230,139265.0,HONOLULU,HI,96817,722513,Corporation,Unanswered,"Male Owned",Non-Veteran,,12.0,04/28/2020,"Bank of Hawaii",HI-01,"Limited-Service Restaurants",HONOLULU
231,139200.0,HALEIWA,HI,96712,238160,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,18.0,04/11/2020,"American Savings Bank, FSB",HI-02,"Roofing Contractors",HALEIWA
232,139200.0,HONOLULU,HI,96826,711130,Corporation,Unanswered,Unanswered,Unanswered,,97.0,04/03/2020,"First Hawaiian Bank",HI-01,"Musical Groups and Artists",HONOLULU
233,139116.0,KAPAA,HI,96746,445110,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,"Central Pacific Bank",HI-02,"Supermarkets and Other Grocery (except Convenience) Stores",KAPAA
234,139000.0,AIEA,HI,96701,621111,"Limited  Liability Company(LLC)",Asian,"Male Owned",Non-Veteran,,12.0,04/14/2020,"Hawaii National Bank",HI-01,"Offices of Physicians (except Mental Health Specialists)",AIEA
235,138910.0,HILO,HI,96720,445110,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,,04/13/2020,"CU Hawaii FCU",HI-02,"Supermarkets and Other Grocery (except Convenience) Stores",HILO
236,138800.0,HONOLULU,HI,96814,812990,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,25.0,04/28/2020,"American Savings Bank, FSB",HI-01,"All Other Personal Services",HONOLULU
237,138700.0,HONOLULU,HI,96822,238350,Corporation,Unanswered,Unanswered,Unanswered,,10.0,04/15/2020,"Central Pacific Bank",HI-01,"Finish Carpentry Contractors",HONOLULU
238,138521.0,KEALAKEKUA,HI,96750,621210,Corporation,Unanswered,Unanswered,Unanswered,,,05/11/2020,"T Bank, National Association",HI-02,"Offices of Dentists",KEALAKEKUA
239,138500.0,KAPOLEI,HI,96707,611110,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,20.0,04/05/2020,"American Savings Bank, FSB",HI-02,"Elementary and Secondary Schools",KAPOLEI
240,138300.0,LIHUE,HI,96766,812320,Corporation,White,"Female Owned",Non-Veteran,,14.0,04/15/2020,"First Hawaiian Bank",HI-02,"Drycleaning and Laundry Services (except Coin-Operated)",LIHUE
241,138300.0,HONOLULU,HI,96817,722511,"Limited  Liability Company(LLC)",Asian,"Male Owned",Non-Veteran,,32.0,04/13/2020,"Central Pacific Bank",HI-01,"Full-Service Restaurants",HONOLULU
242,138262.0,PRINCEVILLE,HI,96722,447110,Corporation,Unanswered,Unanswered,Unanswered,,13.0,04/27/2020,"Bank of Hawaii",HI-02,"Gasoline Stations with Convenience Stores",PRINCEVILLE
