LoanAmount,City,Zip,JobsReported,DateApproved,MonthApproved,Lender,JobTitle,CleanedCity
141860,HONOLULU,96819,1,2020-04-10T00:00:00Z,APRIL,BANK OF HAWAII,OFFICES OF REAL ESTATE AGENTS AND BROKERS,HONOLULU
141805,HILO,96720,8,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),HILO
141800,HONOLULU,96822,16,2020-04-10T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF DENTISTS,HONOLULU
141700,HONOLULU,96819,17,2020-04-15T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,TILE AND TERRAZZO CONTRACTORS,HONOLULU
141700,LIHUE,96766,9,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",FLOOR COVERING STORES,LIHUE
141700,KAMUELA,96743,11,2020-04-15T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,KAMUELA
141620,HILO,96720,19,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",TEXTILE AND FABRIC FINISHING MILLS,HILO
141600,HONOLULU,96819,9,2020-04-06T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",ENGINEERING SERVICES,HONOLULU
141600,KAILUA,96734,9,2020-04-06T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",ENGINEERING SERVICES,KAILUA
141500,WAIPAHU,96797,15,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",PAINTING AND WALL COVERING CONTRACTORS,WAIPAHU
141500,LIHUE,96766,10,2020-04-14T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,EXTERMINATING AND PEST CONTROL SERVICES,LIHUE
141487.5,HONOLULU,96816,11,2020-05-15T00:00:00Z,MAY,FIRST HAWAIIAN BANK,LOCKSMITHS,HONOLULU
141475,MAKAWAO,96768,20,2020-04-28T00:00:00Z,APRIL,BANK OF HAWAII,ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,MAKAWAO
141300,KAILUA KONA,96740,1,2020-04-15T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),KAILUA KONA
141300,HONOLULU,96817,15,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",FLOORING CONTRACTORS,HONOLULU
141300,HILO,96720,24,2020-04-30T00:00:00Z,APRIL,UMPQUA BANK,"NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES",HILO
141257.5,HONOLULU,96814,10,2020-05-02T00:00:00Z,MAY,FIRST HAWAIIAN BANK,INVESTMENT ADVICE,HONOLULU
141200,MAKAWAO,96768,22,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",MUSEUMS,MAKAWAO
141107,HONOLULU,96813,9,2020-05-29T00:00:00Z,MAY,BANK OF HAWAII,RESIDENTIAL REMODELERS,HONOLULU
141100,HILO,96720,7,2020-04-16T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,HILO
141100,KAILUA,96734,11,2020-04-29T00:00:00Z,APRIL,FIRST HOME BANK,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",KAILUA
141000,HONOLULU,96814,8,2020-04-07T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF DENTISTS,HONOLULU
141000,WAIPAHU,96797,15,2020-04-09T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF OPTOMETRISTS,WAIPAHU
140914,HAIKU,96708,8,2020-06-03T00:00:00Z,JUNE,FIRST HAWAIIAN BANK,DRYWALL AND INSULATION CONTRACTORS,HAIKU
140900,KAILUA,96734,25,2020-04-12T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",,KAILUA
140900,HONOLULU,96817,13,2020-04-09T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,COMMUNITY FOOD SERVICES,HONOLULU
140800,HONOLULU,96814,7,2020-04-09T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,INVESTMENT ADVICE,HONOLULU
140760,HONOLULU,96819,1,2020-04-12T00:00:00Z,APRIL,BANK OF HAWAII,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",HONOLULU
140700,HONOLULU,96813,13,2020-04-10T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OTHER GRANTMAKING AND GIVING SERVICES,HONOLULU
140500,HONOLULU,96813,6,2020-04-11T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF PODIATRISTS,HONOLULU
140500,HONOLULU,96814,9,2020-04-03T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,HONOLULU
140500,HONOLULU,96813,9,2020-04-03T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB","OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",HONOLULU
140500,HONOLULU,96813,10,2020-04-08T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,HONOLULU
140425,HONOLULU,96813,16,2020-04-05T00:00:00Z,APRIL,BANK OF HAWAII,FURNITURE STORES,HONOLULU
140400,WAIMANALO,96795,13,2020-04-13T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),WAIMANALO
140400,HONOLULU,96813,10,2020-04-03T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,HONOLULU
140300,HONOLULU,96813,7,2020-04-15T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",CUSTOM COMPUTER PROGRAMMING SERVICES,HONOLULU
140300,HONOLULU,96822,84,2020-04-09T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,ALL OTHER SPECIALTY FOOD STORES,HONOLULU
140300,HONOLULU,96822,17,2020-04-09T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,RELIGIOUS ORGANIZATIONS,HONOLULU
140200,HONOLULU,96819,14,2020-04-11T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,CHILD AND YOUTH SERVICES,HONOLULU
140200,AIEA,96701,11,2020-04-09T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",AIEA
140145,WAIPAHU,96797,1,2020-04-30T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,ROOFING CONTRACTORS,WAIPAHU
140100,WAILUKU,96793,8,2020-04-12T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,WAILUKU
140100,KAPOLEI,96707,10,2020-05-01T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",OTHER CONSTRUCTION MATERIAL MERCHANT WHOLESALERS,KAPOLEI
140035,HONOLULU,96816,1,2020-04-13T00:00:00Z,APRIL,BANK OF HAWAII,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES),HONOLULU
140000,HONOLULU,96814,9,2020-04-14T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,WINDOW TREATMENT STORES,HONOLULU
140000,WAIPAHU,96797,8,2020-04-08T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",WAIPAHU
140000,KANEOHE,96744,13,2020-04-09T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF DENTISTS,KANEOHE
140000,HONOLULU,96813,25,2020-05-03T00:00:00Z,MAY,"NEWTEK SMALL BUSINESS FINANCE, INC.",LIMITED-SERVICE RESTAURANTS,HONOLULU
139992.5,WAILUKU,96793,11,2020-04-14T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,TIRE DEALERS,WAILUKU
139948,WAHIAWA,96786,1,2020-04-14T00:00:00Z,APRIL,BANK OF HAWAII,RELIGIOUS ORGANIZATIONS,WAHIAWA
139900,HILO,96720,16,2020-04-12T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,WATER SUPPLY AND IRRIGATION SYSTEMS,HILO
139900,KIHEI,96753,11,2020-04-07T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF DENTISTS,KIHEI
139895,HILO,96720,19,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,VETERINARY SERVICES,HILO
139730,HONOLULU,96814,1,2020-04-13T00:00:00Z,APRIL,BANK OF HAWAII,TOUR OPERATORS,HONOLULU
139700,KANEOHE,96744,16,2020-04-05T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF DENTISTS,KANEOHE
139600,PUUNENE,96784,7,2020-04-11T00:00:00Z,APRIL,1ST SOURCE BANK,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,PUUNENE
139500,KULA,96790,11,2020-04-09T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",WATER SUPPLY AND IRRIGATION SYSTEMS,KULA
139500,HONOLULU,96814,8,2020-04-03T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",INVESTMENT ADVICE,HONOLULU
139500,HALEIWA,96712,9,2020-04-08T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OFFICES OF CHIROPRACTORS,HALEIWA
139400,HONOLULU,96813,9,2020-04-07T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,ENGINEERING SERVICES,HONOLULU
139320,HONOLULU,96819,11,2020-04-28T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,RECYCLABLE MATERIAL MERCHANT WHOLESALERS,HONOLULU
139300,HONOLULULULU,96822,1,2020-04-15T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,HONOLULU
139300,WAIALUA,96791,27,2020-04-09T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,RELIGIOUS ORGANIZATIONS,WAIALUA
139282.5,KAILUA KONA,96740,12,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,VETERINARY SERVICES,KAILUA KONA
139265,HONOLULU,96817,12,2020-04-28T00:00:00Z,APRIL,BANK OF HAWAII,LIMITED-SERVICE RESTAURANTS,HONOLULU
139200,HALEIWA,96712,18,2020-04-11T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",ROOFING CONTRACTORS,HALEIWA
139200,HONOLULU,96826,97,2020-04-03T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,MUSICAL GROUPS AND ARTISTS,HONOLULU
139116,KAPAA,96746,1,2020-05-01T00:00:00Z,MAY,CENTRAL PACIFIC BANK,SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES,KAPAA
139000,AIEA,96701,12,2020-04-14T00:00:00Z,APRIL,HAWAII NATIONAL BANK,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),AIEA
138910,HILO,96720,1,2020-04-13T00:00:00Z,APRIL,CU HAWAII FCU,SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES,HILO
138800,HONOLULU,96814,25,2020-04-28T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",ALL OTHER PERSONAL SERVICES,HONOLULU
138700,HONOLULU,96822,10,2020-04-15T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,FINISH CARPENTRY CONTRACTORS,HONOLULU
138521,KEALAKEKUA,96750,1,2020-05-11T00:00:00Z,MAY,"T BANK, NATIONAL ASSOCIATION",OFFICES OF DENTISTS,KEALAKEKUA
138500,KAPOLEI,96707,20,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",ELEMENTARY AND SECONDARY SCHOOLS,KAPOLEI
138300,LIHUE,96766,14,2020-04-15T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED),LIHUE
138300,HONOLULU,96817,32,2020-04-13T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,FULL-SERVICE RESTAURANTS,HONOLULU
138262,PRINCEVILLE,96722,13,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,GASOLINE STATIONS WITH CONVENIENCE STORES,PRINCEVILLE
138224,KUALAPUU,96757,1,2020-07-28T00:00:00Z,JULY,BANK OF HAWAII,SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES,KUALAPUU
138200,LAHAINA,96761,9,2020-04-09T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",FLOOR COVERING STORES,LAHAINA
138200,MILILANI,96789,15,2020-04-10T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",BEAUTY SALONS,MILILANI
138200,HONOLULU,96826,30,2020-04-03T00:00:00Z,APRIL,HAWAII NATIONAL BANK,LIMITED-SERVICE RESTAURANTS,HONOLULU
138200,HONOLULU,96816,12,2020-04-07T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,ENGINEERING SERVICES,HONOLULU
138123.75,KONA,96740,34,2020-04-28T00:00:00Z,APRIL,NORTHRIM BANK,FULL-SERVICE RESTAURANTS,KAILUA KONA
138100,KANEOHE,96744,11,2020-04-07T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,KANEOHE
138085,KAILUA KONA,96740,1,2020-04-13T00:00:00Z,APRIL,BANK OF HAWAII,FULL-SERVICE RESTAURANTS,KAILUA KONA
138069,MILILANI,96789,15,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING,MILILANI
138042,LIHUE,96766,12,2020-04-28T00:00:00Z,APRIL,BANK OF HAWAII,PHARMACIES AND DRUG STORES,LIHUE
138000,KAHULUI,96732,8,2020-04-04T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",EMPLOYMENT PLACEMENT AGENCIES,KAHULUI
138000,HONOLULU,96819,5,2020-04-07T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,"OTHER FOUNDATION, STRUCTURE, AND BUILDING EXTERIOR CONTRACTORS",HONOLULU
137900,HONOLULU,96817,9,2020-04-13T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,RELIGIOUS ORGANIZATIONS,HONOLULU
137900,WAIPAHU,96797,11,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,VETERINARY SERVICES,WAIPAHU
137825,HONOLULU,96821,1,2020-05-12T00:00:00Z,MAY,BANK OF HAWAII,ALL OTHER PERSONAL SERVICES,HONOLULU
137825,HONOLULU,96813,22,2020-04-30T00:00:00Z,APRIL,B1BANK,LIMITED-SERVICE RESTAURANTS,HONOLULU
137725,HONOLULU,96817,7,2020-04-14T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),HONOLULU
137700,KEAAU,96749,1,2020-04-11T00:00:00Z,APRIL,BANK OF HAWAII,"FLOWER, NURSERY STOCK, AND FLORISTS' SUPPLIES MERCHANT WHOLESALERS",KEAAU
137700,AIEA,96701,15,2020-04-07T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",AIEA
137700,KAMUELA,96743,12,2020-04-08T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",CARBON AND GRAPHITE PRODUCT MANUFACTURING,KAMUELA
137685,WAILUKU,96793,1,2020-04-11T00:00:00Z,APRIL,BANK OF HAWAII,ALL OTHER PERSONAL SERVICES,WAILUKU
137675,HONOLULU,96813,1,2020-04-14T00:00:00Z,APRIL,BANK OF HAWAII,ALL OTHER HEALTH AND PERSONAL CARE STORES,HONOLULU
137600,HONOLULU,96826,20,2020-04-29T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,CHILD DAY CARE SERVICES,HONOLULU
137500,WAILUKU,96793,12,2020-04-15T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OTHER ACTIVITIES RELATED TO REAL ESTATE,WAILUKU
137500,KEAAU,96749,1,2020-04-12T00:00:00Z,APRIL,BANK OF HAWAII,GASOLINE STATIONS WITH CONVENIENCE STORES,KEAAU
137500,KAHULUI,96732,13,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB","AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",KAHULUI
137500,HONOLULU,96814,11,2020-04-06T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF OPTOMETRISTS,HONOLULU
137500,HONOLULU,96815,7,2020-04-06T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),HONOLULU
137500,HONOLULU,96801,12,2020-04-28T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES,HONOLULU
137500,AIEA,96701,20,2020-04-08T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,DENTAL LABORATORIES,AIEA
137400,KAPAA,96746,1,2020-05-10T00:00:00Z,MAY,CENTRAL PACIFIC BANK,ALL OTHER BUSINESS SUPPORT SERVICES,KAPAA
137400,HONOLULU,96826,16,2020-04-08T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OTHER GRANTMAKING AND GIVING SERVICES,HONOLULU
137300,HONOLULU,96815,18,2020-04-11T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),HONOLULU
137242,KAMUELA,96743,18,2020-05-08T00:00:00Z,MAY,BANK OF HAWAII,FOOD (HEALTH) SUPPLEMENT STORES,KAMUELA
137200,KURTISTOWN,96760,14,2020-04-08T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,FRUIT AND TREE NUT COMBINATION FARMING,KURTISTOWN
137000,HONOLULU,96814,10,2020-04-16T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,DENTAL EQUIPMENT AND SUPPLIES MANUFACTURING,HONOLULU
137000,HONOLULU,96817,48,2020-04-09T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,LIMITED-SERVICE RESTAURANTS,HONOLULU
136800,KILAUEA,96754,10,2020-04-11T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,ALL OTHER SPECIALTY TRADE CONTRACTORS,KILAUEA
136700,KAPAA,96746,20,2020-04-09T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,SOAP AND OTHER DETERGENT MANUFACTURING,KAPAA
136600,KAPOLEI,96707,9,2020-04-06T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING,KAPOLEI
136545,HONOLULU,96816,1,2020-04-13T00:00:00Z,APRIL,BANK OF HAWAII,TOUR OPERATORS,HONOLULU
136500,CAPTAIN COOK,96704,12,2020-04-07T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",FLOORING CONTRACTORS,CAPTAIN COOK
136400,HONOLULU,96816,21,2020-04-27T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,COSMETOLOGY AND BARBER SCHOOLS,HONOLULU
136400,HONOLULU,96816,8,2020-04-07T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,HONOLULU
136300,HONOLULU,96813,7,2020-04-09T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",HONOLULU
136200,KAILUA,96734,10,2020-04-08T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB","BRICK, STONE, AND RELATED CONSTRUCTION MATERIAL MERCHANT WHOLESALERS",KAILUA
136185,HONOLULU,96826,23,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,CATERERS,HONOLULU
136100,HILO,96720,15,2020-04-11T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,LESSORS OF OTHER REAL ESTATE PROPERTY,HILO
136100,HONOLULU,96815,8,2020-04-06T00:00:00Z,APRIL,BANK OF HAWAII,OFFICES OF REAL ESTATE AGENTS AND BROKERS,HONOLULU
136100,HONOLULU,96819,8,2020-04-14T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,GENERAL AUTOMOTIVE REPAIR,HONOLULU
136100,HONOLULU,96814,17,2020-04-14T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"HIGHWAY, STREET, AND BRIDGE CONSTRUCTION",HONOLULU
136070,HONOLULU,96824,1,2020-04-12T00:00:00Z,APRIL,BANK OF HAWAII,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",HONOLULU
136000,HONOLULU,96813,1,2020-04-10T00:00:00Z,APRIL,BANK OF HAWAII,OTHER ACTIVITIES RELATED TO REAL ESTATE,HONOLULU
136000,KAHULUI,96732,13,2020-04-04T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OTHER BUILDING MATERIAL DEALERS,KAHULUI
136000,LAHAINA,96761,6,2020-04-14T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),LAHAINA
136000,WAIPAHU,96797,11,2020-04-08T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,WAIPAHU
135900,HONOLULU,96819,15,2020-04-11T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OTHER INDIVIDUAL AND FAMILY SERVICES,HONOLULU
135900,AIEA,96701,12,2020-04-12T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF DENTISTS,AIEA
135887,HILO,96720,27,2020-04-08T00:00:00Z,APRIL,HAWAII NATIONAL BANK,LIMITED-SERVICE RESTAURANTS,HILO
135800,LAHAINA,96761,8,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,OFFICES OF DENTISTS,LAHAINA
135700,KAILUA-KONA,96740,10,2020-05-15T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,KAILUA KONA
135500,HONOLULU,96815,1,2020-04-12T00:00:00Z,APRIL,BANK OF HAWAII,ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,HONOLULU
135400,HONOLULU,96825,11,2020-05-11T00:00:00Z,MAY,HAWAII NATIONAL BANK,NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),HONOLULU
135400,HONOLULU,96819,4,2020-04-13T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"HOUSEHOLD APPLIANCES, ELECTRIC HOUSEWARES, AND CONSUMER ELECTRONICS MERCHANT WHOLESALERS",HONOLULU
135400,AIEA,96701,6,2020-04-08T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,ALL OTHER AUTOMOTIVE REPAIR AND MAINTENANCE,AIEA
135230,HONOLULU,96817,15,2020-06-29T00:00:00Z,JUNE,1ST FINANCIAL BANK USA,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,HONOLULU
135200,HONOLULU,96825,35,2020-04-08T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,FULL-SERVICE RESTAURANTS,HONOLULU
135182,KANEOHE,96744,21,2020-04-07T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OTHER BUILDING EQUIPMENT CONTRACTORS,KANEOHE
135100,WAIPAHU,96797,14,2020-05-21T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,WAIPAHU
135100,EWA BEACH,96706,8,2020-04-07T00:00:00Z,APRIL,BANK OF HAWAII,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",EWA BEACH
135000,HONOKAA,96727,20,2020-04-29T00:00:00Z,APRIL,HAWAII COMMUNITY FCU,ALL OTHER MISCELLANEOUS WASTE MANAGEMENT SERVICES,HONOKAA
134900,HONOLULU,96819,6,2020-04-04T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",HONOLULU
134700,AIEA,96701,8,2020-04-06T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,AIEA
134700,HILO,96720,18,2020-04-06T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,HILO
134700,KAPOLEI,96707,13,2020-04-07T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",GENERAL AUTOMOTIVE REPAIR,KAPOLEI
134695,HONOLULU,96815,22,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,LIMITED-SERVICE RESTAURANTS,HONOLULU
134682,LAHAINA,96761,8,2020-05-03T00:00:00Z,MAY,"BANK OF AMERICA, NATIONAL ASSOCIATION",OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,LAHAINA
134662,HONOLULU,96813,32,2020-04-16T00:00:00Z,APRIL,FIRST BANK OF THE LAKE,LIMITED-SERVICE RESTAURANTS,HONOLULU
134600,WAILUKU,96793,14,2020-04-11T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",SEAFOOD PRODUCT PREPARATION AND PACKAGING,WAILUKU
134585,LIHUE,96766,9,2020-04-28T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OFFICE ADMINISTRATIVE SERVICES,LIHUE
134515,LAHAINA,96761,1,2020-04-13T00:00:00Z,APRIL,BANK OF HAWAII,LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS,LAHAINA
134400,WAILUKU,96793,8,2020-04-08T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,ALL OTHER PUBLISHERS,WAILUKU
134355,HONOLULU,96819,1,2020-04-12T00:00:00Z,APRIL,BANK OF HAWAII,FISH AND SEAFOOD MERCHANT WHOLESALERS,HONOLULU
134200,HONOLULU,96819,9,2020-04-07T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,GLASS AND GLAZING CONTRACTORS,HONOLULU
134157.5,NAALEHU,96772,36,2020-04-15T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,,NAALEHU
134125,AIEA,96701,1,2020-04-12T00:00:00Z,APRIL,BANK OF HAWAII,LIMITED-SERVICE RESTAURANTS,AIEA
134117,KAPOLEI,96707,7,2020-04-11T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,KAPOLEI
134000,HONOLULU,96816,8,2020-04-10T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",HONOLULU
