,LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,2017 NAICS Code,2017 NAICS Title
144,142660.0,Kapolei,HI,96707,238910,Corporation,Unanswered,Unanswered,Unanswered,,10.0,04/28/2020,First Hawaiian Bank,HI-02,238910,Site Preparation Contractors
145,142600.0,KAUNAKAKAI,HI,96748,236220,Corporation,Unanswered,Unanswered,Unanswered,,18.0,05/01/2020,"American Savings Bank, FSB",HI-02,236220,Commercial and Institutional Building Construction 
146,142475.0,Hilo,HI,96720,721110,Corporation,Unanswered,Unanswered,Unanswered,,18.0,04/16/2020,First Hawaiian Bank,HI-02,721110,Hotels (except Casino Hotels) and Motels 
147,142400.0,Kailua-Kona,HI,96740,238210,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/05/2020,Central Pacific Bank,HI-02,238210,Electrical Contractors and Other Wiring Installation Contractors
148,142255.0,WAILUKU,HI,96793,621340,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8.0,05/03/2020,First Hawaiian Bank,HI-02,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists "
149,142245.0,HONOLULU,HI,96817,236118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8.0,05/03/2020,Bank of Hawaii,HI-01,236118,Residential Remodelers 
150,142100.0,LAHAINA,HI,96761,238910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10.0,04/11/2020,"American Savings Bank, FSB",HI-02,238910,Site Preparation Contractors
151,142100.0,AIEA,HI,96701,446191,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7.0,04/06/2020,Central Pacific Bank,HI-01,446191,Food (Health) Supplement Stores 
152,142100.0,HONOLULU,HI,96813,333921,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,8.0,04/07/2020,Central Pacific Bank,HI-01,333921,Elevator and Moving Stairway Manufacturing 
153,142065.0,HONOLULU,HI,96815,722511,Corporation,Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii,HI-01,722511,Full-Service Restaurants 
154,142000.0,HOLUALOA,HI,96725,531390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5.0,04/15/2020,First Hawaiian Bank,HI-02,531390,Other Activities Related to Real Estate 
155,142000.0,HILO,HI,96720,441310,Corporation,Unanswered,Male Owned,Unanswered,,13.0,04/15/2020,First Hawaiian Bank,HI-02,441310,Automotive Parts and Accessories Stores 
156,142000.0,HONOLULU,HI,96818,621610,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/14/2020,Central Pacific Bank,HI-01,621610,Home Health Care Services
157,142000.0,HONOLULU,HI,96826,813410,Professional Association,Unanswered,Unanswered,Unanswered,,11.0,04/14/2020,Central Pacific Bank,HI-01,813410,Civic and Social Organizations 
158,142000.0,Honolulu,HI,96826,561720,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,27.0,07/04/2020,Fountainhead SBF LLC,HI-01,561720,Janitorial Services 
159,141950.0,KAILUA KONA,HI,96745,487110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii,HI-02,487110,"Scenic and Sightseeing Transportation, Land"
160,141900.0,LAHAINA,HI,96761,713990,Corporation,Unanswered,Unanswered,Unanswered,,28.0,04/11/2020,First Hawaiian Bank,HI-02,713990,All Other Amusement and Recreation Industries 
161,141900.0,VOLCANO,HI,96785,445120,Corporation,Unanswered,Unanswered,Unanswered,,28.0,04/07/2020,First Hawaiian Bank,HI-02,445120,Convenience Stores 
162,141900.0,HONOLULU,HI,96813,813211,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,6.0,04/14/2020,Central Pacific Bank,HI-01,813211,Grantmaking Foundations 
163,141900.0,Honolulu,HI,96817,236210,Corporation,Unanswered,Unanswered,Unanswered,,11.0,04/28/2020,First Hawaiian Bank,HI-01,236210,Industrial Building Construction 
164,141885.0,KAILUA KONA,HI,96740,424130,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,,04/11/2020,Bank of Hawaii,HI-02,424130,Industrial and Personal Service Paper Merchant Wholesalers 
165,141860.0,HONOLULU,HI,96819,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/10/2020,Bank of Hawaii,HI-01,531210,Offices of Real Estate Agents and Brokers
166,141805.0,HILO,HI,96720,621111,Corporation,Unanswered,Unanswered,Unanswered,,8.0,04/27/2020,Bank of Hawaii,HI-02,621111,Offices of Physicians (except Mental Health Specialists) 
167,141800.0,HONOLULU,HI,96822,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16.0,04/10/2020,Central Pacific Bank,HI-01,621210,Offices of Dentists 
168,141700.0,HONOLULU,HI,96819,238340,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,17.0,04/15/2020,Central Pacific Bank,HI-01,238340,Tile and Terrazzo Contractors
169,141700.0,LIHUE,HI,96766,442210,Corporation,White,Female Owned,Non-Veteran,,9.0,04/05/2020,"American Savings Bank, FSB",HI-02,442210,Floor Covering Stores 
170,141700.0,KAMUELA,HI,96743,721110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,11.0,04/15/2020,First Hawaiian Bank,HI-02,721110,Hotels (except Casino Hotels) and Motels 
171,141620.0,HILO,HI,96720,313310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19.0,04/05/2020,"American Savings Bank, FSB",HI-02,313310,Textile and Fabric Finishing Mills 
172,141600.0,HONOLULU,HI,96819,541330,Corporation,Unanswered,Unanswered,Unanswered,,9.0,04/06/2020,"American Savings Bank, FSB",HI-01,541330,Engineering Services
173,141600.0,KAILUA,HI,96734,541330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9.0,04/06/2020,"American Savings Bank, FSB",HI-02,541330,Engineering Services
174,141500.0,WAIPAHU,HI,96797,238320,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,15.0,04/05/2020,"American Savings Bank, FSB",HI-01,238320,Painting and Wall Covering Contractors
175,141500.0,LIHUE,HI,96766,561710,Corporation,Unanswered,Unanswered,Unanswered,,10.0,04/14/2020,Central Pacific Bank,HI-02,561710,Exterminating and Pest Control Services
176,141487.5,HONOLULU,HI,96816,561622,Corporation,Unanswered,Unanswered,Unanswered,,11.0,05/15/2020,First Hawaiian Bank,HI-01,561622,Locksmiths 
177,141475.0,MAKAWAO,HI,96768,713990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20.0,04/28/2020,Bank of Hawaii,HI-02,713990,All Other Amusement and Recreation Industries 
178,141300.0,KAILUA KONA,HI,96740,621111,Corporation,Asian,Unanswered,Unanswered,,,04/15/2020,Central Pacific Bank,HI-02,621111,Offices of Physicians (except Mental Health Specialists) 
179,141300.0,HONOLULU,HI,96817,238330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15.0,04/05/2020,"American Savings Bank, FSB",HI-01,238330,Flooring Contractors
180,141300.0,HILO,HI,96720,444220,Corporation,Unanswered,Unanswered,Unanswered,,24.0,04/30/2020,Umpqua Bank,HI-02,444220,"Nursery, Garden Center, and Farm Supply Stores "
181,141257.5,Honolulu,HI,96814,523930,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,10.0,05/02/2020,First Hawaiian Bank,HI-01,523930,Investment Advice 
182,141200.0,MAKAWAO,HI,96768,712110,Corporation,Unanswered,Unanswered,Unanswered,,22.0,04/05/2020,"American Savings Bank, FSB",HI-02,712110,Museums 
183,141107.0,HONOLULU,HI,96813,236118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9.0,05/29/2020,Bank of Hawaii,HI-01,236118,Residential Remodelers 
184,141100.0,HILO,HI,96720,238210,Corporation,Unanswered,Male Owned,Veteran,,7.0,04/16/2020,Central Pacific Bank,HI-02,238210,Electrical Contractors and Other Wiring Installation Contractors
185,141100.0,Kailua,HI,96734,811121,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,11.0,04/29/2020,First Home Bank,HI-02,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
186,141000.0,HONOLULU,HI,96814,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8.0,04/07/2020,Central Pacific Bank,HI-01,621210,Offices of Dentists 
187,141000.0,WAIPAHU,HI,96797,621320,Corporation,Unanswered,Female Owned,Veteran,,15.0,04/09/2020,Central Pacific Bank,HI-01,621320,Offices of Optometrists
188,140914.0,Haiku,HI,96708,238310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8.0,06/03/2020,First Hawaiian Bank,HI-02,238310,Drywall and Insulation Contractors 
189,140900.0,KAILUA,HI,96734,999990,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,25.0,04/12/2020,"American Savings Bank, FSB",HI-02,,
190,140900.0,HONOLULU,HI,96817,624210,Corporation,Unanswered,Unanswered,Unanswered,,13.0,04/09/2020,Central Pacific Bank,HI-01,624210,Community Food Services 
191,140800.0,HONOLULU,HI,96814,523930,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7.0,04/09/2020,First Hawaiian Bank,HI-01,523930,Investment Advice 
192,140760.0,HONOLULU,HI,96819,238220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii,HI-01,238220,"Plumbing, Heating, and Air-Conditioning Contractors "
193,140700.0,HONOLULU,HI,96813,813219,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,13.0,04/10/2020,Central Pacific Bank,HI-01,813219,Other Grantmaking and Giving Services 
194,140500.0,HONOLULU,HI,96813,621391,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,6.0,04/11/2020,Central Pacific Bank,HI-01,621391,Offices of Podiatrists 
195,140500.0,HONOLULU,HI,96814,541211,Corporation,Unanswered,Male Owned,Unanswered,,9.0,04/03/2020,"American Savings Bank, FSB",HI-01,541211,Offices of Certified Public Accountants 
196,140500.0,HONOLULU,HI,96813,621340,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,9.0,04/03/2020,"American Savings Bank, FSB",HI-01,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists "
197,140500.0,HONOLULU,HI,96813,541211,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10.0,04/08/2020,First Hawaiian Bank,HI-01,541211,Offices of Certified Public Accountants 
198,140425.0,HONOLULU,HI,96813,442110,Corporation,Unanswered,Unanswered,Unanswered,,16.0,04/05/2020,Bank of Hawaii,HI-01,442110,Furniture Stores 
199,140400.0,WAIMANALO,HI,96795,236115,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,13.0,04/13/2020,"American Savings Bank, FSB",HI-02,236115,New Single-Family Housing Construction (except For-Sale Builders) 
200,140400.0,HONOLULU,HI,96813,541211,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,10.0,04/03/2020,"American Savings Bank, FSB",HI-01,541211,Offices of Certified Public Accountants 
201,140300.0,HONOLULU,HI,96813,541511,Corporation,Unanswered,Unanswered,Unanswered,,7.0,04/15/2020,"American Savings Bank, FSB",HI-01,541511,Custom Computer Programming Services 
202,140300.0,HONOLULU,HI,96822,445299,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,84.0,04/09/2020,Central Pacific Bank,HI-01,445299,All Other Specialty Food Stores 
203,140300.0,HONOLULU,HI,96822,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,17.0,04/09/2020,First Hawaiian Bank,HI-01,813110,Religious Organizations 
204,140200.0,HONOLULU,HI,96819,624110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,14.0,04/11/2020,First Hawaiian Bank,HI-01,624110,Child and Youth Services 
205,140200.0,AIEA,HI,96701,238220,Corporation,Unanswered,Unanswered,Unanswered,,11.0,04/09/2020,"American Savings Bank, FSB",HI-01,238220,"Plumbing, Heating, and Air-Conditioning Contractors "
206,140145.0,WAIPAHU,HI,96797,238160,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,0.0,04/30/2020,Central Pacific Bank,HI-01,238160,Roofing Contractors 
207,140100.0,WAILUKU,HI,96793,541211,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,8.0,04/12/2020,Central Pacific Bank,HI-02,541211,Offices of Certified Public Accountants 
208,140100.0,Kapolei,HI,96707,423390,Corporation,Unanswered,Male Owned,Non-Veteran,,10.0,05/01/2020,"American Savings Bank, FSB",HI-02,423390,Other Construction Material Merchant Wholesalers 
209,140035.0,HONOLULU,HI,96816,531120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii,HI-01,531120,Lessors of Nonresidential Buildings (except Miniwarehouses) 
210,140000.0,HONOLULU,HI,96814,442291,Corporation,Unanswered,Unanswered,Unanswered,,9.0,04/14/2020,Central Pacific Bank,HI-01,442291,Window Treatment Stores 
211,140000.0,WAIPAHU,HI,96797,238220,Corporation,Unanswered,Unanswered,Unanswered,,8.0,04/08/2020,Central Pacific Bank,HI-01,238220,"Plumbing, Heating, and Air-Conditioning Contractors "
212,140000.0,KANEOHE,HI,96744,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13.0,04/09/2020,Central Pacific Bank,HI-02,621210,Offices of Dentists 
213,140000.0,Honolulu,HI,96813,722513,Corporation,Unanswered,Unanswered,Unanswered,,25.0,05/03/2020,"Newtek Small Business Finance, Inc.",HI-01,722513,Limited-Service Restaurants 
214,139992.5,Wailuku,HI,96793,441320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,11.0,04/14/2020,First Hawaiian Bank,HI-02,441320,Tire Dealers 
215,139948.0,WAHIAWA,HI,96786,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,04/14/2020,Bank of Hawaii,HI-02,813110,Religious Organizations 
216,139900.0,HILO,HI,96720,221310,Corporation,Unanswered,Unanswered,Unanswered,,16.0,04/12/2020,Central Pacific Bank,HI-02,221310,Water Supply and Irrigation Systems 
217,139900.0,KIHEI,HI,96753,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11.0,04/07/2020,Central Pacific Bank,HI-02,621210,Offices of Dentists 
218,139895.0,HILO,HI,96720,541940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19.0,04/27/2020,Bank of Hawaii,HI-02,541940,Veterinary Services 
219,139730.0,HONOLULU,HI,96814,561520,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,,04/13/2020,Bank of Hawaii,HI-01,561520,Tour Operators
220,139700.0,KANEOHE,HI,96744,621210,Corporation,Unanswered,Unanswered,Unanswered,,16.0,04/05/2020,Central Pacific Bank,HI-02,621210,Offices of Dentists 
221,139600.0,PUUNENE,HI,96784,481211,Corporation,Unanswered,Unanswered,Unanswered,,7.0,04/11/2020,1st Source Bank,HI-02,481211,Nonscheduled Chartered Passenger Air Transportation 
222,139500.0,KULA,HI,96790,221310,Corporation,Unanswered,Unanswered,Unanswered,,11.0,04/09/2020,"American Savings Bank, FSB",HI-02,221310,Water Supply and Irrigation Systems 
223,139500.0,HONOLULU,HI,96814,523930,Limited  Liability Company(LLC),Asian,Male Owned,Unanswered,,8.0,04/03/2020,"American Savings Bank, FSB",HI-01,523930,Investment Advice 
224,139500.0,HALEIWA,HI,96712,621310,Corporation,Unanswered,Unanswered,Unanswered,,9.0,04/08/2020,First Hawaiian Bank,HI-02,621310,Offices of Chiropractors 
225,139400.0,HONOLULU,HI,96813,541330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9.0,04/07/2020,Central Pacific Bank,HI-01,541330,Engineering Services
226,139320.0,Honolulu,HI,96819,423930,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11.0,04/28/2020,First Hawaiian Bank,HI-01,423930,Recyclable Material Merchant Wholesalers 
227,139300.0,HONOLULUlulu,HI,96822,238210,Subchapter S Corporation,American Indian or Alaska Native,Male Owned,Non-Veteran,,,04/15/2020,Central Pacific Bank,HI-01,238210,Electrical Contractors and Other Wiring Installation Contractors
228,139300.0,WAIALUA,HI,96791,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,27.0,04/09/2020,Central Pacific Bank,HI-02,813110,Religious Organizations 
229,139282.5,Kailua Kona,HI,96740,541940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12.0,04/30/2020,First Hawaiian Bank,HI-02,541940,Veterinary Services 
230,139265.0,HONOLULU,HI,96817,722513,Corporation,Unanswered,Male Owned,Non-Veteran,,12.0,04/28/2020,Bank of Hawaii,HI-01,722513,Limited-Service Restaurants 
231,139200.0,HALEIWA,HI,96712,238160,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18.0,04/11/2020,"American Savings Bank, FSB",HI-02,238160,Roofing Contractors 
232,139200.0,HONOLULU,HI,96826,711130,Corporation,Unanswered,Unanswered,Unanswered,,97.0,04/03/2020,First Hawaiian Bank,HI-01,711130,Musical Groups and Artists 
233,139116.0,Kapaa,HI,96746,445110,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank,HI-02,445110,Supermarkets and Other Grocery (except Convenience) Stores 
234,139000.0,Aiea,HI,96701,621111,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,12.0,04/14/2020,Hawaii National Bank,HI-01,621111,Offices of Physicians (except Mental Health Specialists) 
235,138910.0,HILO,HI,96720,445110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/13/2020,CU Hawaii FCU,HI-02,445110,Supermarkets and Other Grocery (except Convenience) Stores 
236,138800.0,HONOLULU,HI,96814,812990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,25.0,04/28/2020,"American Savings Bank, FSB",HI-01,812990,All Other Personal Services 
237,138700.0,HONOLULU,HI,96822,238350,Corporation,Unanswered,Unanswered,Unanswered,,10.0,04/15/2020,Central Pacific Bank,HI-01,238350,Finish Carpentry Contractors
238,138521.0,KEALAKEKUA,HI,96750,621210,Corporation,Unanswered,Unanswered,Unanswered,,,05/11/2020,"T Bank, National Association",HI-02,621210,Offices of Dentists 
239,138500.0,KAPOLEI,HI,96707,611110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,20.0,04/05/2020,"American Savings Bank, FSB",HI-02,611110,Elementary and Secondary Schools 
240,138300.0,LIHUE,HI,96766,812320,Corporation,White,Female Owned,Non-Veteran,,14.0,04/15/2020,First Hawaiian Bank,HI-02,812320,Drycleaning and Laundry Services (except Coin-Operated) 
241,138300.0,HONOLULU,HI,96817,722511,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,32.0,04/13/2020,Central Pacific Bank,HI-01,722511,Full-Service Restaurants 
242,138262.0,PRINCEVILLE,HI,96722,447110,Corporation,Unanswered,Unanswered,Unanswered,,13.0,04/27/2020,Bank of Hawaii,HI-02,447110,Gasoline Stations with Convenience Stores 
243,138224.0,KUALAPUU,HI,96757,445110,Corporation,Unanswered,Unanswered,Unanswered,,,07/28/2020,Bank of Hawaii,HI-02,445110,Supermarkets and Other Grocery (except Convenience) Stores 
244,138200.0,LAHAINA,HI,96761,442210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9.0,04/09/2020,"American Savings Bank, FSB",HI-02,442210,Floor Covering Stores 
245,138200.0,MILILANI,HI,96789,812112,Limited Liability Partnership,Asian,Male Owned,Unanswered,,15.0,04/10/2020,"American Savings Bank, FSB",HI-01,812112,Beauty Salons 
246,138200.0,HONOLULU,HI,96826,722513,Corporation,Asian,Female Owned,Non-Veteran,,30.0,04/03/2020,Hawaii National Bank,HI-01,722513,Limited-Service Restaurants 
247,138200.0,HONOLULU,HI,96816,541330,Corporation,Unanswered,Unanswered,Unanswered,,12.0,04/07/2020,First Hawaiian Bank,HI-01,541330,Engineering Services
248,138123.75,Kona,HI,96740,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,34.0,04/28/2020,Northrim Bank,HI-02,722511,Full-Service Restaurants 
249,138100.0,KANEOHE,HI,96744,236220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11.0,04/07/2020,First Hawaiian Bank,HI-02,236220,Commercial and Institutional Building Construction 
250,138085.0,KAILUA KONA,HI,96740,722511,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,,04/13/2020,Bank of Hawaii,HI-02,722511,Full-Service Restaurants 
251,138069.0,Mililani,HI,96789,111219,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15.0,04/30/2020,First Hawaiian Bank,HI-01,111219,Other Vegetable (except Potato) and Melon Farming 
