City,JobTitle,AVG(LoanAmount)
KAPOLEI,"OIL AND GAS PIPELINE AND RELATED STRUCTURES CONSTRUCTION",92622.0
"KAILUA KONA","AUTOMOTIVE PARTS AND ACCESSORIES STORES",92600.0
WAILUKU,"TIRE DEALERS",92546.25
PUUNENE,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",92500.0
"LANAI CITY","SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES",92300.0
KAHULUI,"MUSICAL INSTRUMENT AND SUPPLIES STORES",92220.0
KIHEI,"SOFTWARE PUBLISHERS",92125.0
KEALAKEKUA,"FRESH FRUIT AND VEGETABLE MERCHANT WHOLESALERS",92096.25
KAHULUI,"REFRIGERATION EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",91750.0
WAHIAWA,"APPLIANCE REPAIR AND MAINTENANCE",91750.0
HILO,"SECURITY GUARDS AND PATROL SERVICES",91710.0
KILAUEA,"ALL OTHER SPECIALTY TRADE CONTRACTORS",91700.0
HONOKAA,"OTHER NONCITRUS FRUIT FARMING",91600.0
KULA,"NEW MULTIFAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",91582.5
KAMUELA,"ALL OTHER SPECIALTY FOOD STORES",91397.0
HAKALAU,"ZOOS AND BOTANICAL GARDENS",91250.0
HILO,"ALL OTHER SPECIALTY TRADE CONTRACTORS",91250.0
WAIALUA,"FINISH CARPENTRY CONTRACTORS",91200.0
KAHULUI,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",90955.0
WAIPAHU,"RECYCLABLE MATERIAL MERCHANT WHOLESALERS",90900.0
WAIPAHU,"INDUSTRIAL BUILDING CONSTRUCTION",90856.0
KAHULUI,"HARDWARE STORES",90845.0
HONOLULU,MARINAS,90700.0
KULA,"HOME AND GARDEN EQUIPMENT REPAIR AND MAINTENANCE",90600.0
HONOLULUOLULU,"OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",90585.0
KAHULUI,"OFFICES OF OPTOMETRISTS",90550.0
HONOLULU,"CABLE AND OTHER SUBSCRIPTION PROGRAMMING",90500.0
WAIPAHU,"OTHER GROCERY AND RELATED PRODUCTS MERCHANT WHOLESALERS",90400.0
HILO,"NONRESIDENTIAL PROPERTY MANAGERS",90389.5
"KAILUA KONA","GENERAL MEDICAL AND SURGICAL HOSPITALS",90315.0
KEALAKEKUA,"OTHER SIMILAR ORGANIZATIONS (EXCEPT BUSINESS, PROFESSIONAL, LABOR, AND POLITICAL ORGANIZATIONS)",90175.0
PRINCEVILLE,"PAINTING AND WALL COVERING CONTRACTORS",90122.0
KAHULUI,"FISH AND SEAFOOD MARKETS",90100.0
LAHAINA,"TELEPRODUCTION AND OTHER POSTPRODUCTION SERVICES",90100.0
HAUULA,"ELEMENTARY AND SECONDARY SCHOOLS",90000.0
KAMUELA,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",90000.0
"KAILUA KONA,","EXECUTIVE SEARCH SERVICES",89800.0
KAHULUI,"INDUSTRIAL SUPPLIES MERCHANT WHOLESALERS",89791.0
KAPAA,"APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING",89787.0
HILO,"NEW MULTIFAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",89718.5
AIEA,"TOBACCO STORES",89700.0
HONOLULU,"OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION",89521.6666666667
AIEA,"ELECTRONIC COMPUTER MANUFACTURING",89435.0
HAUULA,"RESIDENTIAL REMODELERS",89092.0
"KAILUA KONA","ALL OTHER OUTPATIENT CARE CENTERS",89058.5
KALAHEO,"ROOFING CONTRACTORS",89000.0
WAILUKU,"TEXTILE BAG AND CANVAS MILLS",89000.0
KAPELEI,"OTHER COMMERCIAL EQUIPMENT MERCHANT WHOLESALERS",88865.0
LAHAINA,"FURNITURE STORES",88776.8
LIHUE,"PHARMACIES AND DRUG STORES",88660.75
AIEA,"LANDSCAPE ARCHITECTURAL SERVICES",88600.0
"KAILUA KONA","EXTERMINATING AND PEST CONTROL SERVICES",88553.5
KAPOLEI,"LUMBER, PLYWOOD, MILLWORK, AND WOOD PANEL MERCHANT WHOLESALERS",88400.0
LAHAINA,"INDUSTRIAL BUILDING CONSTRUCTION",88377.0
LIHUE,"FRAMING CONTRACTORS",88200.0
KAHULUI,"PLUMBING AND HEATING EQUIPMENT AND SUPPLIES (HYDRONICS) MERCHANT WHOLESALERS",88100.0
KAHULUI,"COOKIE AND CRACKER MANUFACTURING",88040.0
HAIKU,"DRYWALL AND INSULATION CONTRACTORS",88007.0
WAILUKU,"COLLECTION AGENCIES",87950.0
HAIKU,"SCENIC AND SIGHTSEEING TRANSPORTATION, WATER",87700.0
"PEARL CITY","COOKIE AND CRACKER MANUFACTURING",87700.0
WAHIAWA,"REMEDIATION SERVICES",87700.0
WAILUKU,"ENGINEERING SERVICES",87639.1116666667
AIEA,"NEW CAR DEALERS",87600.0
LAHAINA,"SPORTING AND ATHLETIC GOODS MANUFACTURING",87600.0
"PEARL CITY","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",87589.6666666667
LAHAINA,"ENGINEERING SERVICES",87500.0
KILAUEA,"TOILET PREPARATION MANUFACTURING",87395.0
KANEOHE,"COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION",87300.0
WAILUKU,"OTHER BUILDING MATERIAL DEALERS",87300.0
HALEIWA,"SNACK AND NONALCOHOLIC BEVERAGE BARS",87250.0
WAILUKU,"VETERINARY SERVICES",87250.0
"OCEAN VIEW","ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS",87100.0
WAIPAHU,"FOOD SERVICE CONTRACTORS",87100.0
KAILUA-KONA,"SHOE STORES",87027.75
HANA,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",87000.0
KAILUAKONA,"TIRE DEALERS",87000.0
KULA,"ALL OTHER MISCELLANEOUS CROP FARMING",86990.0
AIEA,"GASOLINE STATIONS WITH CONVENIENCE STORES",86785.0
LAIE,"RESIDENTIAL REMODELERS",86700.0
KAPAA,"ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES",86687.5
"EWA BEACH","OFFICES OF DENTISTS",86614.0071428572
KOLOA,"SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES",86600.0
HONOLULU,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",86378.0
PUUNENE,"DRYWALL AND INSULATION CONTRACTORS",86300.0
"EWA BEACH","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING",86172.5
KAHULUI,"OTHER COMMERCIAL EQUIPMENT MERCHANT WHOLESALERS",86000.0
"CAPTAIN COOK",MUSEUMS,85987.5
HONOKAA,"SECURITY GUARDS AND PATROL SERVICES",85910.0
HONOLULU,"AUTOMATIC ENVIRONMENTAL CONTROL MANUFACTURING FOR RESIDENTIAL, COMMERCIAL, AND APPLIANCE USE",85907.5
KILAUEA,"SITE PREPARATION CONTRACTORS",85800.0
VOLCANO,"NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES",85787.5
KAHULUI,"OTHER AUTOMOTIVE MECHANICAL AND ELECTRICAL REPAIR AND MAINTENANCE",85700.0
"PEARL CITY","ENGINEERING SERVICES",85512.5
PUKALANI,"NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES",85511.0
"PEARL CITY","OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS",85485.0
HILO,"OTHER BUILDING MATERIAL DEALERS",85396.25
PAPAALOA,"SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES",85300.0
WAIMANALO,"POULTRY AND POULTRY PRODUCT MERCHANT WHOLESALERS",85259.0
KAILUA,"BOAT BUILDING",85255.55
WAIPAHU,"COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE",85237.4
KEKAHA,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",85132.0
"CAPTAIN COOK","LIMITED-SERVICE RESTAURANTS",85077.3333333333
KAHULUI,"OTHER BUILDING MATERIAL DEALERS",85072.3333333333
KANEOHE,"POURED CONCRETE FOUNDATION AND STRUCTURE CONTRACTORS",85025.0
HONOLULULULU,"SPORTING GOODS STORES",85000.0
AIEA,"ALL OTHER AUTOMOTIVE REPAIR AND MAINTENANCE",84950.0
HILO,"MASONRY CONTRACTORS",84950.0
WAIKOLOA,"DIRECT HEALTH AND MEDICAL INSURANCE CARRIERS",84947.0
PUUNENE,"CONCRETE BLOCK AND BRICK MANUFACTURING",84700.0
HILO,"REAL ESTATE CREDIT",84690.0
WAIPAHU,"ALL OTHER SPECIALTY TRADE CONTRACTORS",84617.0
KOLOA,"CORPORATE, SUBSIDIARY, AND REGIONAL MANAGING OFFICES",84604.71
LAHAINA,"OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES",84604.0
HONOLULU,"BRICK, STONE, AND RELATED CONSTRUCTION MATERIAL MERCHANT WHOLESALERS",84600.0
HILO,"EMERGENCY AND OTHER RELIEF SERVICES",84582.0
HILO,"COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE",84578.5
KANEOHE,"ALL OTHER OUTPATIENT CARE CENTERS",84400.0
MAKAWAO,"WATER SUPPLY AND IRRIGATION SYSTEMS",84400.0
PRINCEVILLE,"ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES",84400.0
WAILUKU,"AUTOMOTIVE PARTS AND ACCESSORIES STORES",84400.0
WAILUKU,"SITE PREPARATION CONTRACTORS",84400.0
HAIKU-PAUWELA,"ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES",84345.09
WAIPAHU,"MOTOR VEHICLE SUPPLIES AND NEW PARTS MERCHANT WHOLESALERS",84300.0
KALAHEO,"WINDOW TREATMENT STORES",84200.0
KAILUA,"DRILLING OIL AND GAS WELLS",84150.0
KIHEI,"VETERINARY SERVICES",84087.5
"KAILUA KONA","AUTOMOTIVE TRANSMISSION REPAIR",84045.0
HONOLULU,"HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MANUFACTURING",84002.5
KAILUA,"ELECTRICAL APPARATUS AND EQUIPMENT, WIRING SUPPLIES, AND RELATED EQUIPMENT MERCHANT WHOLESALERS",84000.0
"PEARL CITY","ROOFING CONTRACTORS",83933.3333333333
KALAHEO,"ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS",83887.76
WAHIAWA,"USED CAR DEALERS",83800.0
WAIPAHU,"OTHER COMMERCIAL EQUIPMENT MERCHANT WHOLESALERS",83750.0
KULA,"COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION",83700.0
KAHULUI,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",83616.8888888889
HANAPEPE,"BREAKFAST CEREAL MANUFACTURING",83610.0
KAHULUI,"FLOOR COVERING STORES",83585.6666666667
AIEA,"HOTELS (EXCEPT CASINO HOTELS) AND MOTELS",83553.3333333333
LAHAINA,"ALL OTHER OUTPATIENT CARE CENTERS",83500.0
KAPAA,"SOAP AND OTHER DETERGENT MANUFACTURING",83400.0
KEKAHA,"PAINT AND COATING MANUFACTURING",83147.0
HAIKU,"CONVENIENCE STORES",83100.0
WAHIAWA,"SNACK AND NONALCOHOLIC BEVERAGE BARS",83077.0
HONOLULU,"OTHER LIGHTING EQUIPMENT MANUFACTURING",82997.5
HONOLULU,"ELECTRICAL APPARATUS AND EQUIPMENT, WIRING SUPPLIES, AND RELATED EQUIPMENT MERCHANT WHOLESALERS",82923.75
KAMUELA,"REAL ESTATE CREDIT",82700.0
WAIPAHU,"HOUSEHOLD APPLIANCE STORES",82582.5
PUKALANI,"ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES",82581.0
HONOLULU,"NONCHOCOLATE CONFECTIONERY MANUFACTURING",82560.0
HONOLULU,"TIRE AND TUBE MERCHANT WHOLESALERS",82500.0
AIEA,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",82372.5
MILILANI,"OTHER RESIDENTIAL CARE FACILITIES",82300.0
KAHULUI,"SCENIC AND SIGHTSEEING TRANSPORTATION, LAND",82200.0
HILO,"COIN-OPERATED LAUNDRIES AND DRYCLEANERS",82150.0
KAPOLEI,"BEEF CATTLE RANCHING AND FARMING",82150.0
AIEA,"PLUMBING AND HEATING EQUIPMENT AND SUPPLIES (HYDRONICS) MERCHANT WHOLESALERS",82100.0
KIHEI,"SITE PREPARATION CONTRACTORS",82050.0
PAIA,"ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES",81727.0
WAIANAE,"GOLF COURSES AND COUNTRY CLUBS",81700.0
WAIPAHU,"OTHER INDIVIDUAL AND FAMILY SERVICES",81601.0
PUUNENE,"FRAMING CONTRACTORS",81600.0
KAHULUI,"ARCHITECTURAL SERVICES",81575.0
KAHULUI,"OFFICES OF DENTISTS",81528.8571428571
PAAUILO,"BAKED GOODS STORES",81500.0
HOLUALOA,"OTHER ACTIVITIES RELATED TO REAL ESTATE",81400.0
KAHULUI,"OTHER GRANTMAKING AND GIVING SERVICES",81300.0
LAHAINA,"COFFEE AND TEA MANUFACTURING",81228.5
HONOLULU,"BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",81100.0
KANEOHE,"OTHER MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS",81100.0
HONOLULU,"LINEN SUPPLY",80972.0
WAIPAHU,"GASOLINE STATIONS WITH CONVENIENCE STORES",80821.5
"KAILUA KONA","ALL OTHER SUPPORT SERVICES",80783.3333333333
KANEOHE,"INDUSTRIAL BUILDING CONSTRUCTION",80700.0
HONOLULU,"CONTINUING CARE RETIREMENT COMMUNITIES",80600.0
KAPOLEI,"INDUSTRIAL MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS",80600.0
MAKAWAO,"ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES",80587.5
KAHULUI,"NEWS DEALERS AND NEWSSTANDS",80555.0
MAKAWAO,"FINE ARTS SCHOOLS",80455.0
KAMUELA,"INTERIOR DESIGN SERVICES",80201.0
"KAILUA KONA","OTHER CONSTRUCTION MATERIAL MERCHANT WHOLESALERS",80200.0
LAHAINA,"FISH AND SEAFOOD MERCHANT WHOLESALERS",80200.0
WAHIAWA,"ELEMENTARY AND SECONDARY SCHOOLS",80044.0
WAIMANALO,"GRANTMAKING FOUNDATIONS",79800.0
WAILUKU,"OTHER ELECTRIC POWER GENERATION",79684.17
KEALAKEKUA,"OFFICES OF DENTISTS",79676.5
"KAILUA KONA","HOUSEHOLD APPLIANCE STORES",79597.5
LIHUE,"OTHER ACTIVITIES RELATED TO REAL ESTATE",79500.0
HAUULA,"READY-MIX CONCRETE MANUFACTURING",79497.0
HANAPEPE,"ALL OTHER SPECIALTY FOOD STORES",79462.0
KAHULUI,"LUMBER, PLYWOOD, MILLWORK, AND WOOD PANEL MERCHANT WHOLESALERS",79400.0
MILILANI,"PAINTING AND WALL COVERING CONTRACTORS",79288.814
HONOLULUU,"OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS",79243.5
HONOLULUU,"LIMITED-SERVICE RESTAURANTS",79150.0
KAHULUI,"ELECTRICAL APPARATUS AND EQUIPMENT, WIRING SUPPLIES, AND RELATED EQUIPMENT MERCHANT WHOLESALERS",79000.0
MILILANI,"STRUCTURAL STEEL AND PRECAST CONCRETE CONTRACTORS",78792.5
PAIA,"SNACK AND NONALCOHOLIC BEVERAGE BARS",78780.0
"KAILUA KONA","PHARMACIES AND DRUG STORES",78750.0
AIEA,"AUTOMOTIVE PARTS AND ACCESSORIES STORES",78740.0
HANA,"RESIDENTIAL PROPERTY MANAGERS",78430.0
KAILUA,"ALL OTHER OUTPATIENT CARE CENTERS",78418.02
KAILUA,"HARDWARE STORES",78400.0
KAPOLEI,"BOWLING CENTERS",78400.0
KAMUELA,"OTHER MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS",78300.0
KAMUELA,"OTHER RESIDENTIAL CARE FACILITIES",78300.0
KIHEI,"ROOFING CONTRACTORS",78300.0
HONOKAA,"ROASTED NUTS AND PEANUT BUTTER MANUFACTURING",78200.0
KAHULUI,"OTHER ACTIVITIES RELATED TO REAL ESTATE",78200.0
KANEOHE,"PRECISION TURNED PRODUCT MANUFACTURING",78200.0
KAILUA,"CARPET AND UPHOLSTERY CLEANING SERVICES",78162.0
HONOLULU,"COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE MERCHANT WHOLESALERS",78100.0
WAIALUA,,78100.0
KAHULUI,"RECREATIONAL AND VACATION CAMPS (EXCEPT CAMPGROUNDS)",78000.0
"KAILUA KONA","CARPET AND UPHOLSTERY CLEANING SERVICES",77950.0
HILO,"TRUST, FIDUCIARY, AND CUSTODY ACTIVITIES",77880.0
"EWA BEACH","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",77813.3333333333
KULA,"GENERAL FREIGHT TRUCKING, LOCAL",77662.0
HONOLULU,"COMPUTER TERMINAL AND OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING",77600.0
KULA,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",77600.0
KAPOLEI,"COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION",77552.5
HILO,"PASSENGER CAR RENTAL",77500.0
LIHUE,"COMMERCIAL BAKERIES",77439.25
"KAILUA KONA","ALL OTHER INFORMATION SERVICES",77400.0
PEPEEKEO,"MEAT PROCESSED FROM CARCASSES",77300.0
KAPAA,"CHILD DAY CARE SERVICES",77171.25
LAHAINA,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",77147.5
WAILUKU,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",76804.0
MILILANI,"OFFICES OF DENTISTS",76732.34375
HAKALAU,"ALL OTHER BUSINESS SUPPORT SERVICES",76605.0
WAILUKU,"MUSICAL INSTRUMENT AND SUPPLIES STORES",76477.0
LAHAINA,"SITE PREPARATION CONTRACTORS",76400.0
KAMUELA,"HAZARDOUS WASTE TREATMENT AND DISPOSAL",76394.0
AIEA,"OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING",76200.0
HONOLULU,"FROZEN SPECIALTY FOOD MANUFACTURING",76200.0
HALEIWA,"LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",76100.0
WAIKOLOA,"OFFICES OF OPTOMETRISTS",76065.0
KAPOLEI,"OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION",76050.0
KAHUKU,"OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING",76000.0
KAMUELA,"READY-MIX CONCRETE MANUFACTURING",76000.0
KANEOHE,"OTHER TECHNICAL AND TRADE SCHOOLS",76000.0
LAWAI,"PAINTING AND WALL COVERING CONTRACTORS",75997.0
AIEA,"CHILD DAY CARE SERVICES",75953.3333333333
KEAAU,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",75810.0
PUKALANI,"OFFICES OF DENTISTS",75700.0
HILO,"SPORTING GOODS STORES",75655.0
WAIPAHU,"FURNITURE MERCHANT WHOLESALERS",75642.5
KIHEI,"OTHER FOUNDATION, STRUCTURE, AND BUILDING EXTERIOR CONTRACTORS",75605.0
WAIPAHU,"STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS",75500.0
KAPOLEI,"GENERAL FREIGHT TRUCKING, LOCAL",75324.375
KAPAAU,"BED-AND-BREAKFAST INNS",75300.0
WAILUKU,"OTHER ACTIVITIES RELATED TO REAL ESTATE",75234.375
AIEA,"ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS",75174.0
WAIPAHU,"PAINTING AND WALL COVERING CONTRACTORS",75125.0
HONOLULU,"LESSORS OF NONFINANCIAL INTANGIBLE ASSETS (EXCEPT COPYRIGHTED WORKS)",75100.0
"KAILUA KONA","OTHER NONCITRUS FRUIT FARMING",75022.5
KIHEI,"OFFICES OF DENTISTS",75012.3
KAILUA,BREWERIES,75000.0
KAILUA-KONA,"ALL OTHER TRAVELER ACCOMMODATION",75000.0
KAPOLEI,"WAREHOUSE CLUBS AND SUPERCENTERS",75000.0
LAHAINA,CATERERS,75000.0
MILILANI,"COURIERS AND EXPRESS DELIVERY SERVICES",75000.0
"MOUNTAIN VIEW","ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",75000.0
KAILUA,"BRICK, STONE, AND RELATED CONSTRUCTION MATERIAL MERCHANT WHOLESALERS",74986.0
WAILUKU,"SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES",74881.6666666667
"LAHAINA, MAUI","FAMILY CLOTHING STORES",74800.0
LAHAINA,"OFFICES OF DENTISTS",74760.0
PAHOA,"PREFABRICATED WOOD BUILDING MANUFACTURING",74725.0
HONOLULU,"GLASS AND GLAZING CONTRACTORS",74697.3333333333
KAHULUI,"AUTOMOTIVE OIL CHANGE AND LUBRICATION SHOPS",74612.0
PAIA,"BED-AND-BREAKFAST INNS",74600.0
HILO,"LESSORS OF OTHER REAL ESTATE PROPERTY",74546.25
HONOLULU,"METAL WINDOW AND DOOR MANUFACTURING",74100.0
KANEOHE,"OFFICES OF DENTISTS",74091.2727272727
HANAPEPE,"PHARMACIES AND DRUG STORES",74050.0
KAMUELA,"OFFICE ADMINISTRATIVE SERVICES",74024.0
"KAILUA KONA","CUT STONE AND STONE PRODUCT MANUFACTURING",74000.0
HONOLULU,"ADMINISTRATION OF CONSERVATION PROGRAMS",73955.0
AIEA,"WOOD KITCHEN CABINET AND COUNTERTOP MANUFACTURING",73900.0
HONOLULU,"PAINT AND WALLPAPER STORES",73900.0
KANEOHE,"GENERAL MEDICAL AND SURGICAL HOSPITALS",73833.75
KAILUA,"OTHER GRANTMAKING AND GIVING SERVICES",73800.0
PUUNENE,"LANDSCAPING SERVICES",73777.6666666667
HANA,"OTHER INDIVIDUAL AND FAMILY SERVICES",73745.0
WAILUKU,"VOCATIONAL REHABILITATION SERVICES",73721.0
KAHULUI,"MISCELLANEOUS FINANCIAL INVESTMENT ACTIVITIES",73700.0
WAIPAHU,"ELECTRICAL APPARATUS AND EQUIPMENT, WIRING SUPPLIES, AND RELATED EQUIPMENT MERCHANT WHOLESALERS",73700.0
PUUNENE,"SEPTIC TANK AND RELATED SERVICES",73600.0
WAHIAWA,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",73567.5
KALAHEO,"VETERINARY SERVICES",73560.0
WAHIAWA,"CONSTRUCTION, MINING, AND FORESTRY MACHINERY AND EQUIPMENT RENTAL AND LEASING",73446.0
LAHAINA,"LESSORS OF MINIWAREHOUSES AND SELF-STORAGE UNITS",73405.0
HONOLULUNOLULU,"LESSORS OF MINIWAREHOUSES AND SELF-STORAGE UNITS",73373.5
KALAHEO,"ADVERTISING AGENCIES",73300.0
HONOLULUULU,"INVESTMENT ADVICE",73270.0
HONOLULU,"OTHER GASOLINE STATIONS",73268.825
LIHUE,"FRESH FRUIT AND VEGETABLE MERCHANT WHOLESALERS",73250.0
MAKAWAO,MUSEUMS,73180.0
KAHULUI,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",73145.3333333333
"PEARL CITY","ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS",73093.0
HONOLULU,"HOTELS (EXCEPT CASINO HOTELS) AND MOTELS",73038.25
WAHIAWA,"METAL SERVICE CENTERS AND OTHER METAL MERCHANT WHOLESALERS",73000.0
WAIPAHU,"MOTOR VEHICLE GASOLINE ENGINE AND ENGINE PARTS MANUFACTURING",73000.0
WAIALUA,"CONVENIENCE STORES",72975.0
AIEA,"AUDIO AND VIDEO EQUIPMENT MANUFACTURING",72900.0
AIEA,"PLASTICS MATERIAL AND RESIN MANUFACTURING",72900.0
KAILUA,"FRAMING CONTRACTORS",72900.0
WAHIAWA,"SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS)",72900.0
KEALAKEKUA,"OFFICES OF OPTOMETRISTS",72800.0
"LANAI CITY","PET CARE (EXCEPT VETERINARY) SERVICES",72677.5
AIEA,"TELEPHONE ANSWERING SERVICES",72500.0
HONOLULU,"NURSERY AND TREE PRODUCTION",72428.3333333333
LAHAINA,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",72423.75
"HONOLULU (MCCULLY - MOILIILI)","FULL-SERVICE RESTAURANTS",72385.0
NAALEHU,,72220.25
PAIA,"CHILD AND YOUTH SERVICES",72179.0
HONOLULU,"PASSENGER CAR LEASING",72100.0
LIHUE,"ALL OTHER BUSINESS SUPPORT SERVICES",72100.0
KAMUELA,"GASOLINE STATIONS WITH CONVENIENCE STORES",72092.0
HONOLULU,"PAYROLL SERVICES",72050.0
KAILUA,"GENERAL FREIGHT TRUCKING, LOCAL",72000.0
KAPOLEI,"INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS",72000.0
WAHIAWA,"CHICKEN EGG PRODUCTION",72000.0
HONOLULU,"VETERINARY SERVICES",71991.0666666667
KEALAKEKUA,"SITE PREPARATION CONTRACTORS",71854.0
HONOLULU,"SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING",71822.5
WAIKOLOA,"SPORTING GOODS STORES",71794.0
HANALEI,"RECREATIONAL GOODS RENTAL",71750.0
KAPOLEI,"HIGHWAY, STREET, AND BRIDGE CONSTRUCTION",71590.0
NAALEHU,"SITE PREPARATION CONTRACTORS",71512.0
VOLCANO,"ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION",71500.0
WAIPAHU,"OFFICES OF OPTOMETRISTS",71460.4444444444
KAHULUI,"ROOFING CONTRACTORS",71425.0
HONOLULU,"BEER AND ALE MERCHANT WHOLESALERS",71300.0
WAILEA,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",71262.5
WAIPAHU,"COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION",71195.625
HONOLULU,"LUMBER, PLYWOOD, MILLWORK, AND WOOD PANEL MERCHANT WHOLESALERS",71164.8
KIHEI,"SECONDARY MARKET FINANCING",71075.0
LIHUE,"ALL OTHER INSURANCE RELATED ACTIVITIES",71027.0
WAIPAHU,"ALL OTHER BUSINESS SUPPORT SERVICES",71000.0
KAPOLEI,"NONRESIDENTIAL PROPERTY MANAGERS",70950.0
HANALEI,"FULL-SERVICE RESTAURANTS",70922.3333333333
MILILANI,"SNACK AND NONALCOHOLIC BEVERAGE BARS",70915.0
PUKALANI,"LANDSCAPING SERVICES",70900.0
KAHULUI,"AUTOMOTIVE PARTS AND ACCESSORIES STORES",70893.5
AIEA,"DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS",70827.0
KANEOHE,"LOCAL MESSENGERS AND LOCAL DELIVERY",70777.0
HOLUALOA,"RESIDENTIAL REMODELERS",70706.25
PRINCEVILLE,"THEATER COMPANIES AND DINNER THEATERS",70557.0
KEAAU,"FLOWER, NURSERY STOCK, AND FLORISTS' SUPPLIES MERCHANT WHOLESALERS",70544.875
